Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1431865,Consumer loan,Vehicle loan,Managing the loan or lease,,NJ,8736,Web,6/22/2015,6/22/2015,Nissan Motor Acceptance Corporation,In progress,Yes,
1431374,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,WI,54140,Web,6/22/2015,6/22/2015,"RSI Enterprises, Inc.",Closed with explanation,Yes,
1431251,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MO,63368,Web,6/22/2015,6/22/2015,Flagstar Bank,In progress,Yes,
1431743,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,WA,98055,Web,6/22/2015,6/22/2015,"P.S.C., Inc",Closed with explanation,Yes,Yes
1432678,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,TX,75104,Web,6/22/2015,6/22/2015,"ProCollect, Inc",Closed with explanation,Yes,
1432104,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,95423,Web,6/22/2015,6/22/2015,"Associated Credit Services, Inc.",In progress,Yes,
1431998,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,TX,75048,Web,6/22/2015,6/22/2015,"EOS Holdings, Inc.",Closed with explanation,Yes,
1432207,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,TX,75125,Web,6/22/2015,6/22/2015,"ProCollect, Inc",Closed with explanation,Yes,
1432202,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TN,37174,Web,6/22/2015,6/22/2015,Navy FCU,In progress,Yes,
1432334,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,FL,33830,Web,6/22/2015,6/22/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1431188,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,NE,68134,Web,6/22/2015,6/22/2015,"Secure Capital Management, Inc.",Closed with explanation,Yes,
1431358,Money transfers,Domestic (US) money transfer,Money was not available when promised,,AL,35235,Phone,6/22/2015,6/22/2015,MoneyGram,In progress,Yes,
1430973,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,OH,44057,Web,6/21/2015,6/21/2015,"FirstSource Advantage, LLC",Closed with explanation,Yes,
1431167,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CO,80015,Web,6/21/2015,6/22/2015,"Southwest Credit Systems, L.P.",In progress,Yes,
1430909,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,CA,95823,Web,6/21/2015,6/21/2015,Equifax,Closed with explanation,Yes,
1430879,Credit reporting,,Incorrect information on credit report,Information is not mine,TN,38401,Web,6/21/2015,6/21/2015,TransUnion,Closed with explanation,Yes,
1430964,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,FL,33412,Web,6/21/2015,6/21/2015,Arbor Residential Mortgage LLC,In progress,Yes,
1430955,Credit reporting,,Incorrect information on credit report,Personal information,WA,98093,Web,6/21/2015,6/21/2015,TransUnion,Closed with non-monetary relief,Yes,
1430945,Credit reporting,,Incorrect information on credit report,Information is not mine,LA,70184,Web,6/21/2015,6/21/2015,Equifax,Closed with explanation,Yes,
1430917,Bank account or service,Checking account,Problems caused by my funds being low,,WA,98665,Web,6/21/2015,6/21/2015,U.S. Bancorp,Closed with explanation,Yes,
1430916,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75056,Web,6/21/2015,6/21/2015,TransUnion,Closed with explanation,Yes,
1430968,Debt collection,,Communication tactics,Threatened to take legal action,AZ,85705,Web,6/21/2015,6/21/2015,Transworld Systems Inc.,In progress,Yes,
1431161,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,NY,11215,Web,6/21/2015,6/22/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1431060,Credit reporting,,Incorrect information on credit report,Information is not mine,IL,60409,Web,6/21/2015,6/22/2015,Equifax,In progress,Yes,
1431020,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,DC,20009,Web,6/21/2015,6/21/2015,"RSI Enterprises, Inc.",Closed with explanation,Yes,
1430991,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,CA,92404,Web,6/21/2015,6/21/2015,Flagstar Bank,In progress,Yes,
1430994,Bank account or service,Checking account,Problems caused by my funds being low,,NJ,7601,Web,6/21/2015,6/21/2015,Wells Fargo,Closed with explanation,Yes,
1430875,Debt collection,,Cont'd attempts collect debt not owed,Debt was paid,CA,93612,Web,6/21/2015,6/21/2015,Grant Mercantile Agency,Closed with explanation,Yes,
1428774,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,NC,27804,Web,6/20/2015,6/20/2015,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1428766,Credit reporting,,Incorrect information on credit report,Information is not mine,AL,36092,Web,6/20/2015,6/20/2015,Equifax,Closed with explanation,Yes,
1428739,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33990,Web,6/20/2015,6/20/2015,"Rozlin Financial Group, Inc.",In progress,Yes,
1428738,Credit reporting,,Incorrect information on credit report,Account status,FL,33596,Web,6/20/2015,6/20/2015,"ONLINE Information Services, Inc.",Closed with explanation,Yes,
1428665,Credit reporting,,Incorrect information on credit report,Account status,CA,92543,Web,6/20/2015,6/20/2015,Equifax,Closed with explanation,Yes,
1428653,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,AZ,85234,Web,6/20/2015,6/20/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1428638,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,AZ,85013,Web,6/20/2015,6/20/2015,"Enhanced Recovery Company, LLC",Closed with explanation,Yes,
1428812,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,CA,92584,Web,6/20/2015,6/20/2015,Ocwen,Closed with explanation,Yes,Yes
1428810,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92584,Web,6/20/2015,6/20/2015,Ocwen,Closed with explanation,Yes,Yes
1428786,Credit reporting,,Incorrect information on credit report,Public record,IL,60632,Web,6/20/2015,6/20/2015,Equifax,Closed with explanation,Yes,
1428833,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,GA,30144,Web,6/20/2015,6/20/2015,Consumer Adjustment Company Incorporated,Closed with non-monetary relief,Yes,
1428835,Credit reporting,,Incorrect information on credit report,Information is not mine,GA,31763,Web,6/20/2015,6/20/2015,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1428850,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,AK,99708,Web,6/20/2015,6/20/2015,Equifax,Closed with non-monetary relief,Yes,
1428866,Debt collection,,False statements or representation,Attempted to collect wrong amount,FL,32250,Web,6/20/2015,6/20/2015,Transworld Systems Inc.,In progress,Yes,
1430902,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,NJ,7024,Web,6/20/2015,6/21/2015,"Contract Callers, Inc.",Closed,Yes,
1428632,Credit reporting,,Incorrect information on credit report,Public record,TX,77449,Web,6/20/2015,6/20/2015,Equifax,In progress,Yes,
1428719,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,AZ,85069,Web,6/19/2015,6/20/2015,Equifax,Closed with non-monetary relief,Yes,
1428715,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,AZ,85069,Web,6/19/2015,6/20/2015,Equifax,Closed with non-monetary relief,Yes,
1428696,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MD,21222,Web,6/19/2015,6/20/2015,Equifax,Closed with explanation,Yes,
1428694,Debt collection,,Cont'd attempts collect debt not owed,Debt resulted from identity theft,FL,33313,Web,6/19/2015,6/20/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1428692,Debt collection,,Cont'd attempts collect debt not owed,Debt resulted from identity theft,FL,33313,Web,6/19/2015,6/20/2015,"Expert Global Solutions, Inc.",In progress,Yes,
1430153,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,NC,28012,Web,6/19/2015,6/19/2015,Credit Corp Solutions Inc.,In progress,Yes,
1430862,Payday loan,,Charged fees or interest I didn't expect,,IN,46507,Web,6/19/2015,6/19/2015,"CashCall, Inc.",Closed with explanation,Yes,
1428990,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,AZ,85035,Web,6/19/2015,6/19/2015,"Medical Society Business Services, Inc.",Closed with explanation,Yes,
1429111,Credit reporting,,Incorrect information on credit report,Information is not mine,IL,60629,Web,6/19/2015,6/19/2015,Equifax,Closed with explanation,Yes,
1428923,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,TX,75104,Web,6/19/2015,6/20/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1428883,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NC,27408,Web,6/19/2015,6/20/2015,Equifax,In progress,Yes,
1429061,Credit reporting,,Incorrect information on credit report,Public record,TN,37323,Web,6/19/2015,6/19/2015,Equifax,Closed with explanation,Yes,
1429060,Credit reporting,,Incorrect information on credit report,Personal information,,32701,Web,6/19/2015,6/19/2015,TransUnion,Closed with non-monetary relief,Yes,
1430149,Credit reporting,,Incorrect information on credit report,Account status,KS,66605,Web,6/19/2015,6/19/2015,Equifax,In progress,Yes,
1429568,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,78723,Web,6/19/2015,6/19/2015,"ProCollect, Inc",Closed with explanation,Yes,Yes
1429242,Bank account or service,Checking account,Deposits and withdrawals,,PA,18969,Web,6/19/2015,6/19/2015,Wells Fargo,Closed with monetary relief,Yes,Yes
1429239,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,FL,34689,Web,6/19/2015,6/19/2015,Ocwen,Closed with non-monetary relief,Yes,
1429204,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NM,87031,Web,6/19/2015,6/19/2015,Equifax,Closed with explanation,Yes,Yes
1429185,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,NE,68818,Web,6/19/2015,6/19/2015,Hillcrest Davidson & Assoc,Closed with explanation,Yes,
1429538,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,IL,61103,Web,6/19/2015,6/19/2015,"Creditors' Protection Service, Inc.",Closed with explanation,Yes,
1429289,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,CA,91607,Postal mail,6/19/2015,6/23/2015,"EOS Holdings, Inc.",Closed with explanation,Yes,
1429346,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NJ,7042,Web,6/19/2015,6/19/2015,"ONLINE Information Services, Inc.",Closed with explanation,Yes,
1429345,Credit reporting,,Incorrect information on credit report,Account terms,NC,28731,Web,6/19/2015,6/19/2015,Equifax,In progress,Yes,
1429322,Debt collection,,Communication tactics,Threatened to take legal action,WI,53149,Phone,6/19/2015,6/23/2015,Solidus Group LLC.,Closed with explanation,Yes,
1429534,Consumer loan,Installment loan,Managing the loan or lease,,CA,92027,Referral,6/19/2015,6/22/2015,Navy FCU,In progress,Yes,
1429375,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11732,Web,6/19/2015,6/19/2015,Equifax,In progress,Yes,
1429442,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MD,21133,Web,6/19/2015,6/19/2015,Equifax,Closed with explanation,Yes,
1429488,Consumer loan,Vehicle loan,Managing the loan or lease,,MD,20706,Referral,6/19/2015,6/23/2015,Navy FCU,In progress,Yes,
1429466,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,NJ,8045,Web,6/19/2015,6/19/2015,"HCFS Health Care Financial Services, Inc.",Closed with explanation,Yes,
1429465,Credit reporting,,Incorrect information on credit report,Personal information,NJ,8045,Web,6/19/2015,6/19/2015,TransUnion,Closed with explanation,Yes,
1430147,Credit reporting,,Incorrect information on credit report,Account status,KS,66605,Web,6/19/2015,6/19/2015,TransUnion,Closed with explanation,Yes,
1429748,Credit reporting,,Incorrect information on credit report,Information is not mine,AZ,85215,Web,6/19/2015,6/19/2015,TransUnion,Closed with explanation,Yes,
1429673,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,TX,77088,Web,6/19/2015,6/19/2015,"Secure Capital Management, Inc.",Closed with explanation,Yes,
1429617,Bank account or service,Checking account,Deposits and withdrawals,,AE,23669,Web,6/19/2015,6/19/2015,Navy FCU,In progress,Yes,
1429570,Consumer loan,Vehicle loan,Managing the loan or lease,,IL,60441,Referral,6/19/2015,6/22/2015,Ally Financial Inc.,In progress,Yes,
1429600,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,OH,45402,Web,6/19/2015,6/19/2015,"Wilson, Riley & Assoc",In progress,Yes,
1429592,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,12901,Web,6/19/2015,6/19/2015,Equifax,Closed with explanation,Yes,
1429726,Credit reporting,,Incorrect information on credit report,Public record,CA,91915,Web,6/19/2015,6/19/2015,TransUnion,Closed with explanation,Yes,
1429723,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,MD,21222,Web,6/19/2015,6/19/2015,Transworld Systems Inc.,In progress,Yes,
1429682,Credit card,,Credit line increase/decrease,,NC,27612,Web,6/19/2015,6/19/2015,"Continental Finance Company, LLC",In progress,Yes,
1429698,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,IN,47150,Web,6/19/2015,6/19/2015,Atlantic Recovery Solutions LLC,Closed with explanation,Yes,
1430144,Money transfers,Domestic (US) money transfer,Fraud or scam,,CA,94521,Web,6/19/2015,6/19/2015,MoneyGram,In progress,Yes,
1429964,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,MA,2780,Web,6/19/2015,6/19/2015,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1429867,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,FL,33325,Web,6/19/2015,6/19/2015,Transworld Systems Inc.,In progress,Yes,
1429948,Credit reporting,,Incorrect information on credit report,Account status,NV,89448,Web,6/19/2015,6/19/2015,Equifax,In progress,Yes,
1429919,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,GA,30904,Web,6/19/2015,6/19/2015,"Asset Management Outsourcing, Inc.",Closed with explanation,Yes,
1429881,Bank account or service,Checking account,Problems caused by my funds being low,,MA,1106,Web,6/19/2015,6/19/2015,TD Bank,Closed with monetary relief,Yes,
1429895,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AZ,85298,Web,6/19/2015,6/19/2015,"P.S.C., Inc",Closed with explanation,Yes,Yes
1430137,Bank account or service,Other bank product/service,Deposits and withdrawals,,CA,30087,Referral,6/19/2015,6/22/2015,SunTrust Bank,Closed with explanation,Yes,
1429968,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CA,92625,Web,6/19/2015,6/19/2015,TransUnion,Closed with explanation,Yes,
1430103,Debt collection,Medical,Communication tactics,Frequent or repeated calls,NC,28056,Web,6/19/2015,6/19/2015,"Jon Barry and Associates, Inc.",Closed with non-monetary relief,Yes,
1430017,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,VA,23223,Web,6/19/2015,6/19/2015,Equifax,In progress,Yes,
1430160,Consumer loan,Vehicle loan,Shopping for a loan or lease,,CA,91913,Web,6/19/2015,6/19/2015,Navy FCU,In progress,Yes,
1430333,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,CT,6416,Web,6/19/2015,6/19/2015,Equifax,Closed with explanation,Yes,
1430686,Credit card,,Billing statement,,PA,17967,Web,6/19/2015,6/19/2015,Navy FCU,In progress,Yes,
1430313,Bank account or service,Cashing a check without an account,Deposits and withdrawals,,MS,39571,Web,6/19/2015,6/19/2015,Navy FCU,In progress,Yes,
1430305,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,90804,Web,6/19/2015,6/19/2015,Equifax,Closed with non-monetary relief,Yes,
1430294,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,90220,Web,6/19/2015,6/19/2015,"Sterling Infosystems, Inc.",Closed with explanation,Yes,Yes
1430284,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,GA,31908,Web,6/19/2015,6/19/2015,Equifax,Closed with explanation,Yes,
1430248,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,CA,92253,Web,6/19/2015,6/19/2015,TransUnion,Closed with explanation,Yes,Yes
1430421,Payday loan,,Charged fees or interest I didn't expect,,LA,70122,Web,6/19/2015,6/19/2015,Speedy Cash Holdings,Closed with explanation,Yes,
1430513,Credit reporting,,Incorrect information on credit report,Account status,FL,33324,Web,6/19/2015,6/19/2015,Equifax,In progress,Yes,
1430397,Debt collection,,Communication tactics,Frequent or repeated calls,OR,97045,Web,6/19/2015,6/19/2015,"Hunter Warfield, Inc.",In progress,Yes,
1430355,Bank account or service,Checking account,Deposits and withdrawals,,CA,94536,Web,6/19/2015,6/19/2015,Wells Fargo,Closed with explanation,Yes,
1430338,Debt collection,,False statements or representation,Attempted to collect wrong amount,AK,99669,Web,6/19/2015,6/19/2015,Transworld Systems Inc.,In progress,Yes,
1430509,Bank account or service,Checking account,"Account opening, closing, or management",,PA,19609,Referral,6/19/2015,6/22/2015,Santander Bank US,In progress,Yes,
1430444,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,92629,Web,6/19/2015,6/19/2015,"Bayview Loan Servicing, LLC",In progress,Yes,
1430494,Bank account or service,Checking account,Deposits and withdrawals,,FL,33139,Referral,6/19/2015,6/22/2015,Wells Fargo,Closed with monetary relief,Yes,
1430468,Bank account or service,Checking account,"Making/receiving payments, sending money",,CA,92501,Web,6/19/2015,6/19/2015,Navy FCU,In progress,Yes,
1430682,Debt collection,,Improper contact or sharing of info,Talked to a third party about my debt,IA,52404,Web,6/19/2015,6/19/2015,"JH Portfolio Debt Equities, LLC",Closed with explanation,Yes,
1430463,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,IN,46637,Web,6/19/2015,6/19/2015,"JH Portfolio Debt Equities, LLC",Closed with explanation,Yes,
1430675,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,FL,32762,Web,6/19/2015,6/19/2015,Equifax,In progress,Yes,
1430527,Debt collection,,Improper contact or sharing of info,Contacted employer after asked not to,FL,34952,Web,6/19/2015,6/19/2015,"SFS, Inc",Closed with explanation,Yes,
1430546,Bank account or service,Checking account,Deposits and withdrawals,,PR,936,Referral,6/19/2015,6/22/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1430528,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,PA,15522,Web,6/19/2015,6/19/2015,Equifax,In progress,Yes,
1430175,Credit reporting,,Incorrect information on credit report,Personal information,NJ,8110,Web,6/19/2015,6/19/2015,Equifax,Closed with explanation,Yes,
1429869,Credit card,,Advertising and marketing,,IL,60154,Web,6/19/2015,6/19/2015,Amex,Closed with explanation,Yes,
1429785,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,76133,Web,6/19/2015,6/19/2015,Equifax,In progress,Yes,
1429590,Bank account or service,Other bank product/service,Using a debit or ATM card,,VT,5086,Web,6/19/2015,6/19/2015,First Data Corporation,In progress,Yes,
1429047,Bank account or service,Other bank product/service,Using a debit or ATM card,,AZ,85024,Referral,6/19/2015,6/22/2015,Navy FCU,In progress,Yes,
1429127,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,FL,32250,Web,6/18/2015,6/19/2015,Equifax,Closed with explanation,Yes,
1428440,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CA,93436,Web,6/18/2015,6/18/2015,Equifax,In progress,Yes,
1427578,Debt collection,Medical,False statements or representation,Indicated committed crime not paying,NJ,8882,Web,6/18/2015,6/18/2015,Transworld Systems Inc.,In progress,Yes,
1427269,Credit reporting,,Incorrect information on credit report,Information is not mine,PR,987,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,
1427153,Debt collection,Medical,Communication tactics,Frequent or repeated calls,MA,2601,Web,6/18/2015,6/22/2015,Transworld Systems Inc.,In progress,Yes,
1427472,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MT,59911,Web,6/18/2015,6/18/2015,Nationstar Mortgage,Closed with explanation,Yes,
1426717,Credit reporting,,Incorrect information on credit report,Public record,NC,28212,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,
1426667,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,SC,29673,Web,6/18/2015,6/19/2015,Equifax,Closed with explanation,Yes,
1426733,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,VA,23112,Web,6/18/2015,6/18/2015,"Merchants and Medical Credit Corporation, Inc.",Closed with explanation,Yes,
1426726,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,VA,23224,Fax,6/18/2015,6/22/2015,Convergys,In progress,Yes,
1426722,Credit reporting,,Incorrect information on credit report,Account status,OH,44129,Web,6/18/2015,6/18/2015,Equifax,In progress,Yes,
1426681,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,90034,Web,6/18/2015,6/18/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
1426676,Payday loan,,Can't contact lender,,SC,29072,Web,6/18/2015,6/22/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1426708,Debt collection,,False statements or representation,Impersonated an attorney or official,NC,28214,Web,6/18/2015,6/18/2015,Solidus Group LLC.,Closed with explanation,Yes,
1426698,Credit reporting,,Incorrect information on credit report,Public record,CA,95361,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,
1427141,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NY,11209,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,
1427469,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,FL,33173,Web,6/18/2015,6/18/2015,"Diversified Consultants, Inc.",Closed with explanation,Yes,
1427131,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,TX,75248,Web,6/18/2015,6/18/2015,Transworld Systems Inc.,Closed with explanation,Yes,
1426872,Debt collection,,Cont'd attempts collect debt not owed,Debt resulted from identity theft,CT,6830,Web,6/18/2015,6/23/2015,Transworld Systems Inc.,In progress,Yes,
1427121,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,AZ,86505,Web,6/18/2015,6/18/2015,"RSI Enterprises, Inc.",Closed with explanation,Yes,Yes
1426873,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,OR,97229,Web,6/18/2015,6/18/2015,Equifax,In progress,Yes,
1427094,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,GA,30286,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,Yes
1426958,Debt collection,,Cont'd attempts collect debt not owed,Debt was paid,OH,43026,Web,6/18/2015,6/18/2015,Oracle Financial Group LLC.,Closed with monetary relief,Yes,
1427267,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,FL,34209,Web,6/18/2015,6/18/2015,Citibank,Closed with explanation,Yes,
1427407,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,FL,34984,Web,6/18/2015,6/18/2015,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,
1427240,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MO,64068,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,
1427151,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,KY,40069,Web,6/18/2015,6/18/2015,"Citi Management Group, LLC",Closed with explanation,Yes,
1427219,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,FL,32207,Phone,6/18/2015,6/22/2015,Transworld Systems Inc.,In progress,Yes,
1427155,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MD,20747,Web,6/18/2015,6/23/2015,"EOS Holdings, Inc.",Closed with explanation,Yes,
1427390,Debt collection,,Communication tactics,Frequent or repeated calls,TX,76020,Web,6/18/2015,6/18/2015,"JH Portfolio Debt Equities, LLC",Closed with explanation,Yes,
1427388,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,WA,98103,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,
1427297,Credit reporting,,Incorrect information on credit report,Information is not mine,UT,84074,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,
1427377,Money transfers,International money transfer,Money was not available when promised,,,16,Phone,6/18/2015,6/22/2015,MoneyGram,In progress,Yes,
1427374,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,CA,91730,Web,6/18/2015,6/18/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1428240,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,UT,84119,Web,6/18/2015,6/18/2015,Bonneville Billing and Collections,Closed with explanation,Yes,
1427818,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,NC,27010,Web,6/18/2015,6/18/2015,Roquemore Holdings LLC,Closed with explanation,Yes,
1427514,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,78260,Web,6/18/2015,6/18/2015,Credit Corp Solutions Inc.,In progress,Yes,
1427544,Credit card,,Billing disputes,,WI,53207,Web,6/18/2015,6/18/2015,Discover,Closed with explanation,Yes,
1427685,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,WA,98501,Referral,6/18/2015,6/23/2015,Servatus Corporation,Closed with non-monetary relief,Yes,
1427632,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,MA,2135,Web,6/18/2015,6/18/2015,Nationstar Mortgage,Closed with explanation,Yes,
1427613,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92658,Web,6/18/2015,6/18/2015,Equifax,In progress,Yes,
1427589,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,MI,48217,Web,6/18/2015,6/18/2015,"National Credit Adjusters, LLC",Closed with explanation,Yes,
1428055,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,SC,29212,Web,6/18/2015,6/18/2015,Equifax,Closed with non-monetary relief,Yes,
1428236,Credit reporting,,Incorrect information on credit report,Account status,IL,60445,Web,6/18/2015,6/19/2015,Equifax,Closed with explanation,Yes,Yes
1427870,Debt collection,Auto,Communication tactics,Frequent or repeated calls,PA,18080,Web,6/18/2015,6/18/2015,Ally Financial Inc.,In progress,Yes,
1428052,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,OH,44035,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,
1427873,Credit card,,APR or interest rate,,NJ,7405,Web,6/18/2015,6/18/2015,Discover,Closed with explanation,Yes,
1427878,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,TN,37754,Web,6/18/2015,6/18/2015,Ocwen,Closed with explanation,Yes,
1427984,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,75025,Web,6/18/2015,6/18/2015,Equifax,Closed with explanation,Yes,
