Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1424423,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11434,Web,6/16/2015,6/17/2015,Equifax,In progress,Yes,
1424420,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11434,Web,6/16/2015,6/16/2015,Experian,Closed with explanation,Yes,
1424431,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,33484,Web,6/16/2015,6/16/2015,PNC Bank,Closed with explanation,Yes,Yes
1424422,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11434,Web,6/16/2015,6/17/2015,Experian,Closed with non-monetary relief,Yes,
1424421,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,11434,Web,6/16/2015,6/16/2015,Encore Capital Group,Closed with explanation,Yes,
1424458,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,WA,98312,Postal mail,6/16/2015,6/19/2015,Merchants Credit Corporation,Closed with explanation,Yes,
1424485,Consumer loan,Vehicle loan,Problems when you are unable to pay,,NJ,8060,Web,6/16/2015,6/16/2015,American Honda Finance Corporation,Closed with monetary relief,Yes,
1424467,Credit reporting,,Incorrect information on credit report,Account status,NY,11704,Web,6/16/2015,6/16/2015,Equifax,In progress,Yes,
1424468,Credit reporting,,Incorrect information on credit report,Account status,NY,11704,Web,6/16/2015,6/16/2015,Experian,In progress,Yes,
1424469,Payday loan,,Can't stop charges to bank account,,FL,32084,Web,6/16/2015,6/19/2015,Solidus Group LLC.,Closed with explanation,Yes,
1424598,Payday loan,,Received a loan I didn't apply for,,IN,46254,Web,6/16/2015,6/16/2015,"MNE Services, Inc",Closed with explanation,Yes,
1424759,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,LA,70737,Web,6/16/2015,6/16/2015,Equifax,In progress,Yes,
1424522,Credit card,,Late fee,,MD,20744,Web,6/16/2015,6/16/2015,"Continental Finance Company, LLC",In progress,Yes,
1424604,Credit reporting,,Incorrect information on credit report,Personal information,GA,30134,Web,6/16/2015,6/16/2015,Experian,Closed with explanation,Yes,
1424600,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MI,48091,Web,6/16/2015,6/17/2015,Equifax,Closed with explanation,Yes,Yes
1424564,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,CA,93035,Web,6/16/2015,6/16/2015,Equifax,Closed with explanation,Yes,
1424505,Credit reporting,,Incorrect information on credit report,Account status,CA,95825,Web,6/16/2015,6/17/2015,Experian,Closed with non-monetary relief,Yes,Yes
1424503,Credit reporting,,Incorrect information on credit report,Account status,CA,95825,Web,6/16/2015,6/17/2015,Equifax,In progress,Yes,
1424513,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49337,Web,6/16/2015,6/18/2015,Transworld Systems Inc.,In progress,Yes,
1424506,Credit reporting,,Incorrect information on credit report,Account status,CA,95825,Web,6/16/2015,6/17/2015,Experian,Closed with non-monetary relief,Yes,Yes
1424510,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NV,89706,Web,6/16/2015,6/16/2015,TransUnion,Closed with explanation,Yes,
1424523,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,AZ,85029,Postal mail,6/16/2015,6/19/2015,"Bursey & Associates, P.C.",Closed with explanation,Yes,
1424602,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,MI,48091,Web,6/16/2015,6/16/2015,Experian,Closed with non-monetary relief,Yes,Yes
1424601,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MI,48091,Web,6/16/2015,6/17/2015,TransUnion,Closed with explanation,Yes,Yes
1424609,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,93561,Web,6/16/2015,6/16/2015,"GLA Collection Company, Inc.",Closed with explanation,Yes,
1424746,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,90031,Web,6/16/2015,6/16/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1424788,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33330,Referral,6/16/2015,6/19/2015,"Bayview Loan Servicing, LLC",In progress,Yes,
1422610,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,IL,62040,Web,6/16/2015,6/17/2015,Equifax,Closed with explanation,Yes,
1424597,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,94597,Web,6/16/2015,6/16/2015,Residential Credit Solutions,Closed with explanation,Yes,
1424014,Credit reporting,,Incorrect information on credit report,Information is not mine,IL,60612,Web,6/16/2015,6/16/2015,Experian,In progress,Yes,
